artist_name,track_name
bill evans,blue in green (take 3)
gramatik,native son prequel ft. leo napier (jenaux remix)
blackhawk,like there ain't no yesterday
tool,fear inoculum
shi 360,addiction
nick lowe,cracking up
soel,le vicomte
florida georgia line,simple
mack 10,w/s foe life
jon batiste,ohio
hank williams iii,you're the reason
burt bacharach,what the world needs now is love
william clark green,it's about time
big maybelle,whole lotta shakin' goin' on
ben folds five,song for the dumped
passafire,same old story
robert cray,sadder days
kid cudi,simple as...
don gibson,driftwood on the river
cheap trick,voices
local h,bound for the floor
necrophagist,foul body autopsy
meshuggah,pineal gland optics
mumford & sons,slip away
yes,wonderous stories
jonny lang,rack 'em up
gary moore,shapes of things
authority zero,mexican radio
eric clapton,third degree
spoon,inside out
jerry vale,moonglow
elvis presley,"i slipped, i stumbled, i fell"
blondie,i didn't have the nerve to say no
judy garland,the man that got away
sara evans,not over you (feat. gavin degraw)
reba mcentire,don't touch me there
uncle tupelo,high water
shakatak,lonely afternoon
abba,"andante, andante"
herbie hancock,paradise
bobby vinton,blue velvet
aimee mann,two of us
bloc party,helicopter
elvis presley,fame and fortune
danny black,high tide
"""weird al"" yankovic",polkas on 45
joyner lucas,i love
unkle,u.n.k.l.e. main title theme
trini lopez,if i had a hammer
deep purple,shadows
johnny cash,the devil to pay
magic sam,stop! you're hurting me
don gibson,it only hurts for a little while
jimi hendrix,burning of the midnight lamp
elvis presley,island of love
mc5,kick out the jams
david cassidy,daydreamer
siouxsie and the banshees,sweetest chill
jonny lang,only a man
earl thomas conley,too far from the heart of it all
the clash,i'm so bored with the u.s.a.
dinah washington,coquette
lmfao,shots
rita coolidge,i don't want to talk about it
*nsync,just got paid
the ziggens,outside
patti drew,fever
creed,my own prison
the cranberries,still can't...
dean martin,red roses for a blue lady
the flamingos,mio amore
the zombies,the way i feel inside
the impressions,believe in me
sizzla,give thanks
stan getz,double rainbow
shaggy,hot gal
x,around my heart
rory gallagher,the devil made me do it
memphis slim,crowing rooster
hank williams,you're gonna change (or i'm gonna leave)
johnny tillotson,take good care of her
nine inch nails,something i can never have
siouxsie and the banshees,cascade
pam tillis,those memories of you
soja,creeping in
bob dylan,gospel plow
the black angels,bloodhounds on my trail
ella fitzgerald,thanks for the memory
breaking benjamin,you
the platters,sleepy time gal
molly hatchet,poison pen
anne murray,you needed me
barry manilow,bandstand boogie
beastie boys,body movin'
aerosmith,make it
jason aldean,1994
pepper,drunk girl
nazareth,you had it comin'
pearl jam,why go
the neighbourhood,sadderdaze
the judds,change of heart
tim mcgraw,let it go
big black,kerosene
blue öyster cult,mistress of the salmon salt (quicklime girl)
miles davis quartet,four
the-dream,i luv your girl
santana,nothing at all (feat. musiq)
creed,overcome
louis the child,it's strange (feat. k.flay)
kid rock,lonely road of faith
the champs,i'll be there
the tymes,goodnight my love
eric clapton,presence of the lord
gordon lightfoot,a lesson in love
anderson east,surrender
genesis,back in n.y.c.
tears for fears,broken / head over heels
john mayer,your body is a wonderland
the strokes,games
alice cooper,zombies dance
lefty frizzell,lonely heart
johnny cash,love has lost again
the impressions,we must be in love
roxy music,nightingale
scorpions,i'm leaving you
gordon lightfoot,ghosts of cape horn
a$ap ferg,plain jane
meshuggah,sane
cross canadian ragweed,don't need you
black rebel motorcycle club,in like the rose
lukas nelson and promise of the real,living it up
warren zevon,prison grove
mud digger,"backroads life (feat. charlie farley, demun jones & the lacs)"
rodney crowell,above and beyond (the call of love)
phish,timber
savage garden,affirmation
jd mcpherson,on the lips
popcaan,junction
machine gun kelly,trap paris
guns n' roses,live and let die
r.e.m.,life and how to live it
kate bush,the kick inside
uncle tupelo,shaky ground
mudvayne,happy?
george strait,heartbroke
merle haggard,it's not love (but it's not bad)
judy garland,here's what i'm here for
hootie & the blowfish,let her cry
wailing souls,modern slavery
ac/dc,walk all over you
lavern baker,i'm in a crying mood
mark chesnutt,april's fool
the score,the heat
nujabes,after hanabi -listen to my beats-
3 doors down,not enough
jj grey & mofro,ho cake
too rude,too rude (for my own good)
"albert hammond, jr.",strange tidings
lifehouse,hanging by a moment
godsmack,i fucking hate you
dan + shay,close your eyes
alice in chains,your decision
patty loveless,mr. man in the moon
soft cell,tainted love
loretta lynn,making plans
ronnie milsap,stranger in my house
12 stones,lie to me
charlie parker,my little suede shoes
david bowie,moonage daydream
phyllis hyman,living in confusion
gang of four,5.45
etta james,damn your eyes
twista,wetter (calling you daddy)
jon langston,oklahoma
peter frampton,fanfare
necrophagist,the stillborn one
soen,martyrs
the green,i will
l'indécis,the god behind the pines
destiny's child,hey ladies
shinedown,get up
dean martin,as you are
kid cudi,day 'n' nite
patti austin,gettin' away with murder
huey,"pop, lock & drop it"
johnny mathis,stardust
allen toussaint,sweet touch of love
queen,i was born to love you
peter frampton,one more time
sizzla,smoke my herbz
george strait,here we go again
the talleys,his life for mine
bruno mars,perm
yes,survival
cream,dreaming
interpol,narc
alabama,fire on fire
joni mitchell,nathan la franeer
patti smith,babelogue
john lee hooker,just me and my telephone
barbara mandrell,no walls no ceilings no floors
the ink spots,i'll never smile again
iya terra,wash away
josé feliciano,feliz navidad
kendrick lamar,love.
shinedown,lost in the crowd
playboi carti,love hurts (feat. travis scott)
zac efron,what time is it
xtc,king for a day
freddie mcgregor,are you crazy?
pato banton,never too late
bebo best,sing sing sing
jay & the americans,yes
jimmy cliff,i want to know
a perfect circle,when the levee breaks
weezer,photograph
gregory porter,no love dying
the notorious b.i.g.,mo money mo problems (feat. mase & puff daddy)
john farnham,break the ice
link wray,take me home jesus
led zeppelin,bring it on home
dillinger,ital fighting
incubus,clean
jah roots,i know
sarah vaughan,eternally
elliott smith,everything reminds me of her
quincy jones,"oh, happy day"
fat joe,all the way up
"hank williams, jr.",tuesday's gone
billie eilish,bored
club 1600,stay
stiv bators,make up your mind
eddie rabbitt,the best year of my life
carl perkins,that's all right
gravity kills,guilty
creedence clearwater revival,sinister purpose
astrud gilberto,day by day
pet shop boys,opportunities (let's make lots of money)
oliver nelson,in time
jack white,trash tongue talker
bettye swann,angel of the morning
kari jobe,forever
walk the moon,shiver shiver
311,jupiter
mel tormé,i know your heart
dolly parton,d.i.v.o.r.c.e.
boston,foreplay / long time
little feat,over the edge
ella fitzgerald,santa claus is coming to town
rihanna,pour it up
snowy white,the time has come
gov't mule,blind man in the dark
twenty one pilots,"a car, a torch, a death"
richie spice,blood again
johnny cash,i love you because
the police,invisible sun
simon & garfunkel,punky's dilemma
cantoma,the call
green day,don't leave me
etta jones,bye bye blackbird
leon redbone,ain't misbehavin'
bad religion,eat your dog
elvis presley,in my father's house
swans,gang
stone temple pilots,trippin' on a hole in a paper heart
bob marley & the wailers,zimbabwe
scott h. biram,jack of diamonds
marty robbins,you gave me a mountain
waylon jennings,suddenly single
kanye west,pt. 2
tesseract,phoenix
queens of the stone age,regular john
morcheeba,shoulder holster
social distortion,this time darlin'
fats domino,lovely rita
hieroglyphics,the last one
the orwells,who needs you
traffic,dear mr. fantasy
ray price,still
ziggy marley & the melody makers,say people
scorpions,holiday
jerry garcia,the thrill is gone
herbie hancock,all apologies
merle haggard,my life's been a pleasure
zz top,i gotsta get paid
quincy jones,superwoman (where were you when i needed you)
tekilla,king kong killa
the ready set,killer
alberto vazquez,significas todo para mi
staind,for you
creation rebel,love i can feel
vanilla fudge,walk on by
louis prima,"yes, we have no bananas"
ac/dc,snowballed
koko taylor,blues never die
nina simone,tomorrow is my turn
k.d. lang,western stars
mr. big,green-tinted sixties mind
shaggy,go fuck yourself (gfy)
steve goodman,take me out to the ballgame
wailing souls,jah give us life
jane's addiction,then she did
alice cooper,teenage frankenstein
the spencer davis group,every little bit hurts
the statler brothers,the class of '57
lesley gore,judy's turn to cry
whitney houston,you're still my man
sublime,live at e's
bobby darin,always
the guess who,talisman
snow,if you like the sound
jeff buckley,mojo pin
linda ronstadt,i will always love you
trisha yearwood,real live woman
mariah carey,never forget you
connie francis,return to me
ornette coleman,law years
pacific dub,riptide
robin trower,i can't wait much longer
deep purple,black & white
social distortion,so far away
a perfect circle,the doomed
godsmack,love-hate-sex-pain
wishbone ash,phoenix
johnny cash,when i've learned
hal ketchum,softer than a whisper
sammy kershaw,what might have been
shania twain,when he leaves you
badfinger,the dreamer
frank zappa,charlie's enormous mouth
the cure,cold
danzig,blood and tears
charlie louvin,i'm no longer in your heart
wayne hancock,cold lonesome wind
merle haggard,is this the beginning of the end?
pistol annies,trailer for rent
yanni,only a memory
the dear hunter,she's always singing
bts,mic drop (steve aoki remix) [full length edition]
cage the elephant,drones in the valley
eddie money,life for the talking
mark chesnutt,hey you there in the mirror
iron maiden,caught somewhere in time
ry cooder,davenport blues
michael franks,when it's over
a tribe called quest,rap promoter
melissa etheridge,bring me some water
groundation,feel jah
bonnie raitt,i ain't gonna let you break my heart again
dean martin,here comes my baby
aaliyah,more than a woman
bread,guitar man
the fall,a figure walks
queensrÿche,i will remember
wall of voodoo,far side of crazy
siouxsie and the banshees,carcass
tom petty and the heartbreakers,learning to fly
zero 7,passing by
beth hart,jazz man
the pharcyde,somethin' that means somethin'
tony bennett,all the things you are
dennis brown,no man is an island
lynn anderson,"what a man, my man is"
astrud gilberto,wee small hours
the delmonas,he tells me he loves me
america,pigeon song
post malone,big lie
avicii,levels
tony bennett,new york state of mind (with billy joel)
joan baez,girl of constant sorrow
little texas,just one more night
everclear,am radio
black roots,oppressor
tom tom club,"on, on, on, on..."
a$ap rocky,purple swag
the sandpipers,cast your fate to the wind
miranda lambert,mama's broken heart
jacob miller,i'm a rastaman
krs-one,over 30
bill evans trio,i fall in love too easily
the abyssinians,dem a come
simple plan,jet lag (feat. natasha bedingfield)
eric church,before she does
clairo,4ever
"harry connick, jr.",with imagination (i'll get there)
john hiatt,stolen moments
nahko and medicine for the people,ocean as well
natalie cole,better than anything
gucci mane,i get the bag (feat. migos)
the pretty things,the journey
ritchie valens,stay beside me
the police,spirits in the material world
uriah heep,stealin'
the green,mama roots (feat. j boog)
fleetwood mac,sentimental lady
blue öyster cult,baby ice dog
ziggy marley,true to myself
dolly parton,same old fool
hieroglyphics,all things
george duke,just for you
vampire weekend,everlasting arms
spandau ballet,to cut a long story short
todd terry,all the massive
shabba ranks,ram dancehall
tricky,ponderosa
engelbert humperdinck,there goes my everything
melody gardot,some lessons
metallica,all nightmare long
the byrds,get to you
jimmy cliff,we all are one
johnny cash,i won't have to cross jordan
yellowjackets,pass it on
judas priest,(take these) chains
slim smith,precious love
alice in chains,rotten apple
matchbook romance,monsters
montrose,i don't want it
the orlons,let me in
josh abbott band,all of a sudden
willie nelson,seasons of my heart
ted nugent,fightin' words
dr. hook,the millionaire
passenger,shape of love
count basie,life is a song (let's sing it together)
bryan adams,this time
hank williams iii,"broke, lovesick, & driftin'"
descendents,gcf
dead moon,a miss of you
billy ray cyrus,we fought hard
clay walker,live until i die
merle haggard,don't seem like we've been together all our lives
band of skulls,blood
the avett brothers,go to sleep
don gibson,the streets of laredo
incubus,love hurts
the smiths,london
billy joel,this is the time
drake,marvins room
run–d.m.c.,it's tricky
willie nelson,can i sleep in your arms
natural vibrations,floatin'
klischée,swing it like roger
chicken shack,i'd rather go blind
trisha yearwood,victim of the game
roy orbison,wedding day
badfinger,day after day
carole king,screaming and yelling
genesis,watcher of the skies
alice cooper,die for you
the notorious b.i.g.,#!*@ me
killswitch engage,i am broken too
the faceless,autotheist movement iii: deconsecrate
eric lindell,sunny daze
wings,live and let die
madonna,love don't live here anymore
alan jackson,"mexico, tequila and me"
billie holiday,let's do it (let's fall in love)
the beatles,all i've got to do
the ravens,you're gonna lose your gal
bread,yours for life
small faces,thinkin' about love
the notorious b.i.g.,mo money mo problems
yes,don't kill the whale
swans,i was a prisoner in your skull
judy garland,lose that long face
natalie cole,cry me a river
korn,blind
magic sam,lookin' good
blondie,island of lost souls
"harry connick, jr.",stardust
dead or alive,brand new lover
dinah washington,blue gardenia
van halen,ain't talkin' 'bout love
phil collins,welcome
bon iver,for emma
del shannon,needles and pins
red hot chili peppers,the righteous & the wicked
billy joel,"lullabye (goodnight, my angel)"
the tubes,don't touch me there
eric clapton,when you got a good friend
bo diddley,pills
saliva,your disease
jj grey & mofro,the hottest spot in hell
meshuggah,this spiteful snake
jackie wilson,right now!
ronnie milsap,what a difference you've made in my life
bo diddley,"hong kong, mississippi"
dave edmunds,queen of hearts
backstreet boys,i need you tonight
chick corea,night sprite
shenandoah,she's all i've got going
r.e.m.,9-9
the platters,on my word of honor
green day,i was there
twenty one pilots,"cut my lip (40.6782°n, 73.9442° w)"
dwight yoakam,ain't that lonely yet
basia,cruising for bruising
labrinth,mount everest
country joe & the fish,magoo
prince far i,hold the fort
tenacious d,double team
nahko and medicine for the people,mitakuye oyasin
luke bryan,kick the dust up
stevie ray vaughan,dirty pool
the brian jonestown massacre,monster
pulp,babies
diamond rio,it's all in your head
yg,yns
sam cooke,(ain't that) good news
mark wills,nineteen somethin'
new order,leave me alone
ingrid michaelson,the chain
tesseract,deception
the black angels,evil things
sonic youth,the world looks red
jason aldean,back in this cigarette
charlie puth,one call away
maxwell,lifetime
pixies,there goes my gun
the movement,throwdown
lynyrd skynyrd,one more time
jay chou,黑色幽默
m.i.a.,paper planes
jimmy clanton,just a dream
blake shelton,home
carly rae jepsen,run away with me
"harry connick, jr.",bésame mucho (kiss me much)
madonna,stay
waylon jennings,you've got to hide your love away
juan gabriel,ya no quiero volver con usted
ansel elgort,thief
john prine,how lucky
pablo moses,proverbs extractions
keane,bedshaped
dean martin,goodnight sweetheart
lil wyte,get high to this
al jarreau,just to be loved
thousand foot krutch,courtesy call
paul simon,learn how to fall
the judds,love is alive
frank zappa,florentine pogen
hollywood undead,levitate
james gang,head above the water
allan holdsworth,checking out
average white band,kiss me
miles davis,inamorata and narration by conrad roberts
ace,how long
lesley gore,my foolish heart
conway twitty,i love you more today
miguel,vixen
luke combs,refrigerator door
bumpin uglies,instead
blues saraceno,the wicked
christafari,oceans (where feet may fail) [feat. avion blackman]
rick braun,family
waka flocka flame,12 (feat. yg hootie)
hank snow,the crazy engineer
lonestar,hey god
"crosby, stills & nash",too much love to hide
vince gill,high lonesome sound
incubus,wish you were here
bob seger,the horizontal bop
atlanta rhythm section,quinella
jay reatard,an ugly death
willie nelson,undo the right
rhye,open
clay walker,my heart will never know
journey,who's crying now
ella fitzgerald,bill bailey won't you please come home
foghat,home in my hand
rihanna,we found love
diddy,all about the benjamins
ella fitzgerald,like young
miley cyrus,we can't stop
stroke 9,kick some ass
rush,turn the page
toto,afraid of love
santana,sideways (feat. citizen cope)
thin lizzy,ballad of the hard man
groove armada,hands of time
al kooper,i believe to my soul
jean shepard,the waltz of the angels
cream,sleepy time time
gene clark,life's greatest fool
fort knox five,blowing up the spot
voivod,astronomy domine
rita marley,i know a place
ella fitzgerald,i wished on the moon
the subdudes,any cure
the louvin brothers,he can be found
tuck & patti,takes my breath away
barry manilow,ready to take a chance again
50 cent,outta control
dan fogelberg,phoenix
the skyliners,warm
vicente garcia,san bá
annette funicello,i love you
lonestar,simple as that
brian culbertson,together tonight
brenda lee,will you love me tomorrow
cutting crew,i've been in love before
st germain,what you think about...
gene clark,no other
chuck loeb,while we speak
dave brubeck,somewhere
buffalo springfield,mr. soul
traffic,no time to live
to paidi thavma,"don't mess with us (karioli, min ta vazeis me mas)"
grand funk railroad,black licorice
10 years,novacaine
whitesnake,now you're gone
black rebel motorcycle club,red eyes and tears
lata mangeshkar,chandan ka palna resham ko dori
les paul,smoke rings
brooks & dunn,south of santa fe
george jones,my tears are overdue
daryle singletary,take me home country roads
the velvet underground,the black angel's death song
john anderson,straight tequila night
incognito,step into my life
slim smith,can't sleep without it
the band camino,2 / 14
long beach shortbus,girl next door
asheru and blue black of the unspoken heard,soul
jona lewie,you'll always find me in the kitchen at parties
joe diffie,is it cold in here
ashley tisdale,how do you love someone
bob marley & the wailers,guiltiness
junior byles,bur boy
burning spear,social living
chon,dead end
channel live,mad izm
reignwolf,wanna don't wanna
chris botti,nearness of you
larry gatlin & the gatlin brothers,all the gold in california
rhett akins,better than it used to be
chevelle,take out the gunman
sarah mclachlan,angel
michael franti & spearhead,summertime is in our hands
four tops,love has gone
the vines,homesick
andy williams,danny boy
david gates,sail around the world
alice in chains,brother
tony bennett,rules of the road
green day,21st century breakdown
machine gun kelly,candy (feat. trippie redd)
linda ronstadt,poor wandering one
sufjan stevens,mystery of love
hank snow,from a jack to a king
charlie rich,i've got mine
john hiatt,alone in the dark
luciano,knockin' on heaven's door
mötley crüe,in the beginning
willie nelson,summer of roses
thin lizzy,having a good time
michael nesmith,calico girlfriend
craig mack,get down
anthony johnson,reggae feeling
edgar winter,autumn
the strokes,take it or leave it
abul mogard,bound universe
foo fighters,next year
seals and crofts,first love
ben webster,poutin'
redman,blow your mind
stick figure,sentenced
roy orbison,lonely wine
ruth brown,5-10-15 hours
meshuggah,inside whats within behind
metallica,the house jack built
nitin sawhney,sunset
the monkees,i'll be true to you
lifehouse,sick cycle carousel
the dear hunter,lillian
reba mcentire,you're gonna be
luke bryan,shut it down
george shearing,sweet and lovely
tim mcgraw,memory lane
black rebel motorcycle club,king of bones
queensrÿche,breaking the silence
orchestral manoeuvres in the dark,enola gay
engelbert humperdinck,the last waltz
the tubes,amnesia
phyllis hyman,old friend
wailing souls,war
ghantasala,thunintha pin
mt. joy,sheep
lyle lovett,promises
louis armstrong,zip-a-dee-doo-dah
zac brown band,young and wild
samantha fish,chills & fever
lil' flip,real hip hop
godsmack,good day to die
sugarland,april showers
teenage fanclub,star sign
mumford & sons,friend of the devil
halsey,ghost
alice in chains,stone
queen,another one bites the dust
aretha franklin,kissin' by the mistletoe
miles davis,indian summer
candy dulfer,don't go
jay & the americans,crying
doug stone,warning labels
george jones,something to brag about
bob berg,all the way
kurtis blow,basketball
cake,guitar
van morrison,real real gone
shinehead,should i?
the band,stand up (remastered)
khalid,this way
mattafix,big city life
conway twitty,release me
